Sample ID ,Site,Date,Year,Tissue,d34S ,d13C,d15N,Caged,WDN,R_FP,week ,Day,subsite,,,,
NP16104,Yolo Bypass,2/16/2016,2016,M,0,-30.91,12.07,uncaged,normal,Floodplain,2,15,replicated fields,,,,
NP16105,Yolo Bypass,2/16/2016,2016,M,1.3,-30.42,12.04,uncaged,normal,Floodplain,2,15,replicated fields,,,,
NP16110,Yolo Bypass,2/9/2016,2016,M,8.2,-23.87,13.22,uncaged,normal,Floodplain,1,8,replicated fields,,,,
NP16111,Yolo Bypass,2/9/2016,2016,M,8,-26.23,13.14,uncaged,normal,Floodplain,1,8,replicated fields,,,,
NP16112,Yolo Bypass,2/9/2016,2016,M,6.5,-26.19,12.98,uncaged,normal,Floodplain,1,8,replicated fields,,,,
NP16114,Yolo Bypass,3/10/2016,2016,M,-5.4,-34.15,12.35,uncaged,normal,Floodplain,6,38,replicated fields,,,,
NP16115,Yolo Bypass,2/16/2016,2016,M,0.8,-30.24,11.72,uncaged,normal,Floodplain,2,15,replicated fields,,,,
NP16201,River Caged,4/18/2016,2016,M,7.8,-22.99,11.55,caged,normal,River,0,NA,River,,,,
NP16205,River Caged,4/18/2016,2016,M,10.1,-21.85,12.05,caged,normal,River,0,NA,River,,,,
NP16207,River Caged,4/18/2016,2016,M,6.5,-23.46,11.21,caged,normal,River,0,NA,River,,,,
NP16208,River Caged,4/18/2016,2016,M,6.6,-24.03,11.2,caged,normal,River,0,NA,River,,,,
NP16209,River Caged,4/18/2016,2016,M,8.2,-23.26,11.43,caged,normal,River,0,NA,River,,,,
DM16015,Sacramento,3/3/2016,2016,S,3.67,-25.53,7.59,uncaged,normal,River,0,NA,River,,,,
DM16016,Sacramento,3/11/2016,2016,S,1.3,-25.85,7.73,uncaged,normal,River,0,NA,River,,,,
DM16019,Sacramento,4/18/2016,2016,S,3.67,-27.6,6.49,uncaged,normal,River,0,NA,River,,,,
DM16020,Sacramento,4/8/2016,2016,S,1.32,-29.13,6.57,uncaged,normal,River,0,NA,River,,,,
DM16022,Sacramento,4/29/2016,2016,S,3.74,-27.47,6.29,uncaged,normal,River,0,NA,River,,,,
DM16023,Sacramento,3/11/2016,2016,S,0.25,-25.74,8.91,uncaged,normal,River,0,NA,River,,,,
DM16027,Sacramento,5/2/2016,2016,S,2.81,-29.73,7.14,uncaged,normal,River,0,NA,River,,,,
DM16027,Sacramento,5/2/2016,2016,S,2.04,-30.44,7.08,uncaged,normal,River,0,NA,River,,,,
DM16028,Sacramento,5/9/2016,2016,S,-0.43,-28.23,8.06,uncaged,normal,River,0,NA,River,,,,
DM16029,Sacramento,3/25/2016,2016,S,-0.78,-30.12,8.48,uncaged,normal,River,0,NA,River,,,,
DM16033,Sacramento,3/21/2016,2016,S,1.45,-26.8,7.64,uncaged,normal,River,0,NA,River,,,,
DM16034,Sacramento,2/16/2016,2016,S,-1.55,-28.39,5.83,uncaged,normal,River,0,NA,River,,,,
DM16036,Sacramento,3/21/2016,2016,S,-0.92,-27.72,5.33,uncaged,normal,River,0,NA,River,,,,
DM16037,Sacramento,5/11/2016,2016,S,0.38,-30.12,6.56,uncaged,normal,River,0,NA,River,,,,
DM16040,Sacramento,4/1/2016,2016,S,0.54,-32.27,5.62,uncaged,normal,River,0,NA,River,,,,
DM16042,Sacramento,4/25/2016,2016,S,4.12,-26.22,8.96,uncaged,normal,River,0,NA,River,,,,
DM16044,Sacramento,4/18/2016,2016,S,5.66,-26.4,7.35,uncaged,normal,River,0,NA,River,,,,
DM16047,Sacramento,4/7/2016,2016,S,3.47,-29.19,7.24,uncaged,normal,River,0,NA,River,,,,
DM16048,Sacramento,2/8/2016,2016,S,4.47,-28.6,6.31,uncaged,normal,River,0,NA,River,,,,
DM16049,Sacramento,4/18/2016,2016,S,2.79,-27.66,7.85,uncaged,normal,River,0,NA,River,,,,
DM16050,Sacramento,5/11/2016,2016,S,0.16,-28.11,6.15,uncaged,normal,River,0,NA,River,,,,
DM16150,Sacramento,5/11/2016,2016,S,7.27,-29.23,6.95,uncaged,normal,River,0,NA,River,,,,
DM16051,Sacramento,4/1/2016,2016,S,1.27,-29.35,6.59,uncaged,normal,River,0,NA,River,,,,
DM16052,Sacramento,4/1/2016,2016,S,1.8,-28.74,7.04,uncaged,normal,River,0,NA,River,,,,
DM16052,Sacramento,4/1/2016,2016,S,1.64,-28.46,7.76,uncaged,normal,River,0,NA,River,,,,
DM16053,Sacramento,5/9/2016,2016,S,1,-27.97,8.1,uncaged,normal,River,0,NA,River,,,,
DM16060,Sacramento,5/16/2016,2016,S,3.44,-26.79,8.89,uncaged,normal,River,0,NA,River,,,,
DM16060,Sacramento,5/16/2016,2016,S,3.53,-26.8,8.59,uncaged,normal,River,0,NA,River,,,,
DM16062,Sacramento,5/11/2016,2016,S,0.18,-27.41,7.5,uncaged,normal,River,0,NA,River,,,,
DM16062,Sacramento,5/11/2016,2016,S,1.03,-27.46,7.45,uncaged,normal,River,0,NA,River,,,,
DM16063,Sacramento,3/16/2016,2016,S,-1.54,-24.6,5.24,uncaged,normal,River,0,NA,River,,,,
DM16065,Sacramento,2/8/2016,2016,S,2.72,-27.96,7.79,uncaged,normal,River,0,NA,River,,,,
DM16066,Sacramento,4/11/2016,2016,S,1.44,-29.12,7.63,uncaged,normal,River,0,NA,River,,,,
DM16066,Sacramento,4/11/2016,2016,S,0.76,-28.9,7.75,uncaged,normal,River,0,NA,River,,,,
DM16068,Sacramento,4/15/2016,2016,S,3.88,-26.65,5.88,uncaged,normal,River,0,NA,River,,,,
DM16075,Sacramento,4/8/2016,2016,S,NA,NA,NA,uncaged,normal,River,0,NA,River,,,,
DM16076,Sacramento,2/24/2016,2016,S,2.59,-27.92,7.13,uncaged,normal,River,0,NA,River,,,,
DM16077,Sacramento,2/24/2016,2016,S,5.41,-25.93,5.94,uncaged,normal,River,0,NA,River,,,,
DM16080,Sacramento,4/18/2016,2016,S,3.44,-27.38,6.97,uncaged,normal,River,0,NA,River,,,,
DM16080,Sacramento,4/18/2016,2016,S,4.02,-27.07,7.58,uncaged,normal,River,0,NA,River,,,,
DM16081,Sacramento,2/18/2016,2016,S,3.85,-30.26,7.16,uncaged,normal,River,0,NA,River,,,,
DM16082,Sacramento,4/15/2016,2016,S,4.8,-27.68,8.09,uncaged,normal,River,0,NA,River,,,,
DM16083,Sacramento,2/18/2016,2016,S,6.16,-29.76,7.14,uncaged,normal,River,0,NA,River,,,,
DM16084,Sacramento,3/3/2016,2016,S,3.81,-26.97,8.27,uncaged,normal,River,0,NA,River,,,,
DM16085,Sacramento,3/11/2016,2016,S,0.95,-28.21,6.34,uncaged,normal,River,0,NA,River,,,,
DM16086,Sacramento,3/15/2016,2016,S,8.35,-25.68,8.24,uncaged,normal,River,0,NA,River,,,,
DM16087,Sacramento,2/24/2016,2016,S,2.61,-25.65,8.11,uncaged,normal,River,0,NA,River,,,,
DM16088,Sacramento,3/3/2016,2016,S,12.08,-25.63,11.4,uncaged,normal,River,0,NA,River,,,,
DM16147,Sacramento,3/28/2016,2016,S,NA,NA,NA,uncaged,normal,River,0,NA,River,,,,
DM16152,Sacramento,2/5/2016,2016,S,NA,-30.38,6.73,uncaged,normal,River,0,NA,River,,,,
DM16153,Sacramento,2/18/2016,2016,S,NA,-28.94,8.6,uncaged,normal,River,0,NA,River,,,,
DM16155,Sacramento,4/7/2016,2016,S,NA,-30.47,7.54,uncaged,normal,River,0,NA,River,,,,
DM16156,Sacramento,3/15/2016,2016,S,NA,-26.56,9.24,uncaged,normal,River,0,NA,River,,,,
DM16159,Sacramento,4/29/2016,2016,S,NA,-27.4,7.05,uncaged,normal,River,0,NA,River,,,,
DM16160,Sacramento,2/18/2016,2016,S,NA,-28.92,6.34,uncaged,normal,River,0,NA,River,,,,
DM16162,Sacramento,2/5/2016,2016,S,NA,NA,NA,uncaged,normal,River,0,NA,River,,,,
DM16163,Sacramento,2/5/2016,2016,S,NA,-25.66,7.46,uncaged,normal,River,0,NA,River,,,,
DM16164,Sacramento,2/12/2016,2016,S,NA,NA,NA,uncaged,normal,River,0,NA,River,,,,
NP16003,Yolo Bypass,3/7/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,35,replicated fields,,,,
NP16004,Yolo Bypass,3/7/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,35,replicated fields,,,,
NP16005,Yolo Bypass,3/7/2016,2016,S,-3.68,-34.43,6.19,uncaged,normal,Floodplain,,35,replicated fields,,,,
NP16007,Yolo Bypass,2/16/2016,2016,S,-3.23,-35.06,8.25,uncaged,normal,Floodplain,,15,replicated fields,,,,
NP16010,Yolo Bypass,2/15/2016,2016,S,-1.18,-34.66,6.82,uncaged,normal,Floodplain,,15,replicated fields,,,,
NP16011,Yolo Bypass,2/22/2016,2016,S,-4.27,-35.02,7.42,uncaged,normal,Floodplain,,21,replicated fields,,,,
NP16012,Yolo Bypass,2/22/2016,2016,S,-3.36,-31.38,7.32,uncaged,normal,Floodplain,,21,replicated fields,,,,
NP16013,Yolo Bypass,2/22/2016,2016,S,-5.13,-34.79,7,uncaged,normal,Floodplain,,21,replicated fields,,,,
NP16014,Yolo Bypass,2/22/2016,2016,S,-4.81,-34.64,7.55,uncaged,normal,Floodplain,,21,replicated fields,,,,
NP16015,Yolo Bypass,2/22/2016,2016,S,-4.29,-34.9,8,uncaged,normal,Floodplain,,21,replicated fields,,,,
NP16016,Yolo Bypass,2/9/2016,2016,S,-0.54,-34.73,8.38,uncaged,normal,Floodplain,,8,replicated fields,,,,
NP16021,Yolo Bypass,2/29/2016,2016,S,-4.01,-38.02,6.63,uncaged,normal,Floodplain,,28,replicated fields,,,,
NP16022,Yolo Bypass,2/29/2016,2016,S,-4.68,-38.42,6.92,uncaged,normal,Floodplain,,28,replicated fields,,,,
NP16024,Yolo Bypass,2/29/2016,2016,S,-4.62,-36.53,5.67,uncaged,normal,Floodplain,,28,replicated fields,,,,
NP16025,Yolo Bypass,2/29/2016,2016,S,-4.84,-36.87,6.77,uncaged,normal,Floodplain,,28,replicated fields,,,,
NP16026,Yolo Bypass,3/10/2016,2016,S,-3.95,-35.03,7.59,uncaged,normal,Floodplain,,38,replicated fields,,,,
NP16026,Yolo Bypass,3/10/2016,2016,S,-6.13,-37,6.98,uncaged,normal,Floodplain,,38,replicated fields,,,,
NP16027,Yolo Bypass,3/10/2016,2016,S,-5.59,-37.11,6.95,uncaged,normal,Floodplain,,38,replicated fields,,,,
NP16027,Yolo Bypass,3/10/2016,2016,S,-6.03,-37.38,6.92,uncaged,normal,Floodplain,,38,replicated fields,,,,
NP16028,Yolo Bypass,3/10/2016,2016,S,-4.52,-35.62,6.56,uncaged,normal,Floodplain,,38,replicated fields,,,,
NP16029,Yolo Bypass,3/10/2016,2016,S,-4.64,-36.59,7.22,uncaged,normal,Floodplain,,38,replicated fields,,,,
NP16031,Yolo Bypass,2/1/2016,2016,S,NA,NA,NA,uncaged,normal,River,,0,hatchery,,,,
NP16032,Yolo Bypass,2/1/2016,2016,S,NA,NA,NA,uncaged,normal,River,,0,hatchery,,,,
NP16033,Yolo Bypass,2/1/2016,2016,S,NA,NA,NA,uncaged,normal,River,,0,hatchery,,,,
NP16034,Yolo Bypass,3/11/2016,2016,S,-3.24,-29.42,6.89,caged,normal,Floodplain,,39,toe drain,,,,
NP16035,Yolo Bypass,3/11/2016,2016,S,-3.9,-29.87,9.88,caged,normal,Floodplain,,39,toe drain,,,,
NP16035,Yolo Bypass,3/11/2016,2016,S,-3.43,-28.62,10.3,caged,normal,Floodplain,,39,toe drain,,,,
NP16036,Yolo Bypass,3/11/2016,2016,S,-3.11,-29.96,7.84,caged,normal,Floodplain,,39,toe drain,,,,
NP16037,Yolo Bypass,3/11/2016,2016,S,-4.87,-31.47,11.13,caged,normal,Floodplain,,39,toe drain,,,,
NP16037,Yolo Bypass,3/11/2016,2016,S,-4.69,-31.39,10.48,caged,normal,Floodplain,,39,toe drain,,,,
NP16037,Yolo Bypass,3/11/2016,2016,S,-5.18,-32.29,10.71,caged,normal,Floodplain,,39,toe drain,,,,
NP16038,Yolo Bypass,4/7/2016,2016,S,-2.29,-29.55,9.2,uncaged,normal,Floodplain,,,fieldx,,,,
NP16038,Yolo Bypass,4/7/2016,2016,S,1.34,-30.01,7.64,uncaged,normal,Floodplain,,,fieldx,,,,
NP16039,Yolo Bypass,4/6/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,,fieldx,,,,
NP16040,Yolo Bypass,3/29/2016,2016,S,-1.89,-31.42,6.85,uncaged,normal,Floodplain,,,fieldx,,,,
NP16041,Yolo Bypass,4/1/2016,2016,S,-2.07,-31.78,8.95,uncaged,normal,Floodplain,,,fieldx,,,,
NP16042,Yolo Bypass,4/1/2016,2016,S,1.52,-31.57,10.12,uncaged,normal,Floodplain,,,fieldx,,,,
NP16043,Yolo Bypass,4/1/2016,2016,S,-2.17,-31.77,9.31,uncaged,normal,Floodplain,,,fieldx,,,,
NP16044,Yolo Bypass,4/5/2016,2016,S,-0.48,-30.51,6.34,uncaged,normal,Floodplain,,,fieldx,,,,
NP16045,Yolo Bypass,4/5/2016,2016,S,-3.04,-31.21,6.49,uncaged,normal,Floodplain,,,fieldx,,,,
NP16046,Yolo Bypass,4/4/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,,fieldx,,,,
NP16047,Yolo Bypass,4/6/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,,fieldx,,,,
NP16048,Yolo Bypass,4/5/2016,2016,S,-2.77,-30.24,6.78,uncaged,normal,Floodplain,,,fieldx,,,,
NP16049,Yolo Bypass,4/7/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,,fieldx,,,,
NP16050,Yolo Bypass,4/7/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,,fieldx,,,,
NP16051,Yolo Bypass,4/6/2016,2016,S,-1.32,-30.37,8.31,uncaged,normal,Floodplain,,,fieldx,,,,
NP16052,Yolo Bypass,4/7/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,,fieldx,,,,
NP16053,Yolo Bypass,4/6/2016,2016,S,-2.08,-30.08,6.67,uncaged,normal,Floodplain,,,fieldx,,,,
NP16054,Yolo Bypass,4/7/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,,fieldx,,,,
NP16055,Yolo Bypass,4/7/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,,fieldx,,,,
NP16056,Yolo Bypass,4/6/2016,2016,S,-2.51,-30.32,6.86,uncaged,normal,Floodplain,,,fieldx,,,,
NP16057,Yolo Bypass,4/6/2016,2016,S,-1.62,-31.07,7.11,uncaged,normal,Floodplain,,,fieldx,,,,
NP16058,Yolo Bypass,4/6/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,,fieldx,,,,
NP16100,Yolo Bypass,2/29/2016,2016,S,-4.09,-34.94,6.41,uncaged,normal,Floodplain,,28,replicated fields,,,,
NP16102,Yolo Bypass,3/7/2016,2016,S,-5.09,-35.03,6.3,uncaged,normal,Floodplain,,35,replicated fields,,,,
NP16103,Yolo Bypass,3/7/2016,2016,S,-1.95,-37.24,6.26,uncaged,normal,Floodplain,,35,replicated fields,,,,
NP16104,Yolo Bypass,2/16/2016,2016,S,-2.86,-34.56,8.24,uncaged,normal,Floodplain,,15,replicated fields,,,,
NP16105,Yolo Bypass,2/16/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,15,replicated fields,,,,
NP16110,Yolo Bypass,2/9/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,8,replicated fields,,,,
NP16111,Yolo Bypass,2/9/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,8,replicated fields,,,,
NP16112,Yolo Bypass,2/9/2016,2016,S,NA,NA,NA,uncaged,normal,Floodplain,,8,replicated fields,,,,
NP16114,Yolo Bypass,3/10/2016,2016,S,-6.24,-36.5,7.79,uncaged,normal,Floodplain,,38,replicated fields,,,,
NP16115,Yolo Bypass,2/16/2016,2016,S,-3.3,-34.34,8.47,uncaged,normal,Floodplain,,15,replicated fields,,,,
NP16201,River Caged,4/18/2016,2016,S,1.13,-28.66,7.15,caged,normal,River,,,River,,,,
NP16205,River Caged,4/18/2016,2016,S,3.38,-24.82,9.01,caged,normal,River,,,River,,,,
NP16207,River Caged,4/18/2016,2016,S,0.92,-29.06,6.88,caged,normal,River,,,River,,,,
NP16208,River Caged,4/18/2016,2016,S,1.56,-28.76,6.96,caged,normal,River,,,River,,,,
NP16209,River Caged,4/18/2016,2016,S,2.19,-28.83,7.65,caged,normal,River,,,River,,,,
DM17001,Sacramento,4/21/2017,2017,M,10.8,-21.97,12.23,uncaged,wet,River,0,,River,,,,
DM17002,Sacramento,2/22/2017,2017,M,8.2,-22.38,10.92,uncaged,wet,River,0,,River,,,,
DM17007,Sacramento,2/16/2017,2017,M,5.9,-22.98,10.34,uncaged,wet,River,0,,River,,,,
DM17008,Sacramento,2/17/2017,2017,M,6.8,-25.33,11.23,uncaged,wet,River,0,,River,,,,
DM17014,Sacramento,3/3/2017,2017,M,5,-25.06,10.43,uncaged,wet,River,0,,River,,,,
DM17016,Sacramento,3/1/2017,2017,M,8.1,-23.43,11.15,uncaged,wet,River,0,,River,,,,
DM17017,Sacramento,3/1/2017,2017,M,5.7,-24.3,11.01,uncaged,wet,River,0,,River,,,,
DM17018,Sacramento,3/3/2017,2017,M,9.4,-23.27,12.5,uncaged,wet,River,0,,River,,,,
DM17019,Sacramento,3/6/2017,2017,M,7.4,-25.8,11.52,uncaged,wet,River,0,,River,,,,
DM17020,Sacramento,4/16/2017,2017,M,12.7,-20.24,12.27,uncaged,wet,River,0,,River,,,,
DM17021,Sacramento,4/16/2017,2017,M,13.2,-20.3,12.19,uncaged,wet,River,0,,River,,,,
DM17022,Sacramento,4/6/2017,2017,M,2,-24.97,10.13,uncaged,wet,River,0,,River,,,,
DM17023,Sacramento,4/6/2017,2017,M,2.3,-24.74,10.14,uncaged,wet,River,0,,River,,,,
DM17024,Sacramento,3/12/2017,2017,M,7.8,-23.06,11.34,uncaged,wet,River,0,,River,,,,
DM17025,Sacramento,3/9/2017,2017,M,5.4,-26.76,9.58,uncaged,wet,River,0,,River,,,,
DM17026,Sacramento,3/25/2017,2017,M,4.4,-29.18,11.54,uncaged,wet,River,0,,River,,,,
DM17027,Sacramento,4/28/2017,2017,M,7.9,-21.33,12.03,uncaged,wet,River,0,,River,,,,
DM17028,Sacramento,4/28/2017,2017,M,3.2,-22.62,12.18,uncaged,wet,River,0,,River,,,,
DM17029,Sacramento,3/9/2017,2017,M,5.4,-26.86,9.44,uncaged,wet,River,0,,River,,,,
DM17030,Sacramento,4/6/2017,2017,M,10.4,-21.22,11.77,uncaged,wet,River,0,,River,,,,
DM17032,Sacramento,3/12/2017,2017,M,5.8,-24.71,9.77,uncaged,wet,River,0,,River,,,,
DM17033,Sacramento,2/18/2017,2017,M,15.6,-18.27,16.09,uncaged,wet,River,0,,River,,,,
DM17034,Sacramento,4/26/2017,2017,M,8.8,-21.75,12.04,uncaged,wet,River,0,,River,,,,
DM17035,Sacramento,4/21/2017,2017,M,11.2,-21.55,12.11,uncaged,wet,River,0,,River,,,,
DM17037,Sacramento,4/24/2017,2017,M,-0.8,-27.5,7.94,uncaged,wet,River,0,,River,,,,
DM17039,Sacramento,2/27/2017,2017,M,4,-22.73,11.44,uncaged,wet,River,0,,River,,,,
DM17040,Sacramento,3/26/2017,2017,M,9.3,-22.53,12.7,uncaged,wet,River,0,,River,,,,
DM17043,Sacramento,3/27/2017,2017,M,4,-23.67,11.69,uncaged,wet,River,0,,River,,,,
DM17044,Sacramento,3/24/2017,2017,M,13.4,-19.79,12.58,uncaged,wet,River,0,,River,,,,
DM17045,Sacramento,4/21/2017,2017,M,11.3,-22.08,12.36,uncaged,wet,River,0,,River,,,,
DM17047,Sacramento,3/28/2017,2017,M,13.7,-19.94,12.8,uncaged,wet,River,0,,River,,,,
DM17048,Sacramento,3/29/2017,2017,M,4.5,-26.58,10.53,uncaged,wet,River,0,,River,,,,
DM17049,Sacramento,3/29/2017,2017,M,4.4,-27.62,11.25,uncaged,wet,River,0,,River,,,,
DM17050,Sacramento,5/1/2017,2017,M,10.5,-21.7,11.68,uncaged,wet,River,0,,River,,,,
DM17052,Sacramento,4/12/2017,2017,M,12.5,-20.2,12.41,uncaged,wet,River,0,,River,,,,
DM17053,Sacramento,3/16/2017,2017,M,6.7,-24.02,12.4,uncaged,wet,River,0,,River,,,,
DM17054,Sacramento,5/5/2017,2017,M,-1.5,-25.02,8.29,uncaged,wet,River,0,,River,,,,
DM17055,Sacramento,4/14/2017,2017,M,12.6,-19.93,12.58,uncaged,wet,River,0,,River,,,,
DM17056,Sacramento,4/12/2017,2017,M,13.4,-20.11,12.06,uncaged,wet,River,0,,River,,,,
DM17057,Sacramento,3/16/2017,2017,M,3.7,-24.91,9.75,uncaged,wet,River,0,,River,,,,
DM17058,Sacramento,3/21/2017,2017,M,4.7,-25.52,11.43,uncaged,wet,River,0,,River,,,,
DM17059,Sacramento,2/12/2017,2017,M,7.2,-20.01,12.39,uncaged,wet,River,0,,River,,,,
DM17060,Sacramento,2/28/2017,2017,M,7.7,-22.6,11.84,uncaged,wet,River,0,,River,,,,
DM17003,Sacramento,2/1/2017,2017,M,15.9,-18.8,17.08,uncaged,wet,River,0,,River,,,,
DM17005,Sacramento,2/3/2017,2017,M,16.6,-18.92,16.9,uncaged,wet,River,0,,River,,,,
DM17011,Sacramento,2/14/2017,2017,M,6.2,-22.16,10.75,uncaged,wet,River,0,,River,,,,
DM17062,Sacramento,4/14/2017,2017,M,5,-22.41,10.42,uncaged,wet,River,0,,River,,,,
DM17063,Sacramento,2/22/2017,2017,M,8.8,-22.06,12.11,uncaged,wet,River,0,,River,,,,
DM17065,Sacramento,3/16/2017,2017,M,3.8,-24.95,10.98,uncaged,wet,River,0,,River,,,,
DM17066,Sacramento,2/14/2017,2017,M,10.9,-21.25,13.74,uncaged,wet,River,0,,River,,,,
DM17067,Sacramento,5/1/2017,2017,M,7.7,-23.4,11.34,uncaged,wet,River,0,,River,,,,
DM17001,Sacramento,4/21/2017,2017,S,1.98,-30.41,7.94,uncaged,wet,River,0,,River,,,,
DM17002,Sacramento,2/22/2017,2017,S,0.25,-29.21,5.17,uncaged,wet,River,0,,River,,,,
DM17007,Sacramento,2/16/2017,2017,S,-0.3,-26.86,8.43,uncaged,wet,River,0,,River,,,,
DM17008,Sacramento,2/17/2017,2017,S,3.42,-27.57,6.32,uncaged,wet,River,0,,River,,,,
DM17014,Sacramento,3/3/2017,2017,S,2.22,-28.26,6.29,uncaged,wet,River,0,,River,,,,
DM17016,Sacramento,3/1/2017,2017,S,1.53,-27.08,6.62,uncaged,wet,River,0,,River,,,,
DM17017,Sacramento,3/1/2017,2017,S,0.69,-27.62,6.09,uncaged,wet,River,0,,River,,,,
DM17018,Sacramento,3/3/2017,2017,S,1.64,-26.9,6.42,uncaged,wet,River,0,,River,,,,
DM17019,Sacramento,3/6/2017,2017,S,1.74,-28.47,7.42,uncaged,wet,River,0,,River,,,,
DM17020,Sacramento,4/16/2017,2017,S,2.87,-29.73,7.03,uncaged,wet,River,0,,River,,,,
DM17021,Sacramento,4/16/2017,2017,S,2.75,-26.61,5.2,uncaged,wet,River,0,,River,,,,
DM17022,Sacramento,4/6/2017,2017,S,0.09,-29.01,8.57,uncaged,wet,River,0,,River,,,,
DM17023,Sacramento,4/6/2017,2017,S,1.18,-29.74,9.15,uncaged,wet,River,0,,River,,,,
DM17024,Sacramento,3/12/2017,2017,S,0.87,-29.21,5.72,uncaged,wet,River,0,,River,,,,
DM17025,Sacramento,3/9/2017,2017,S,1.6,-27.96,7.39,uncaged,wet,River,0,,River,,,,
DM17026,Sacramento,3/25/2017,2017,S,2.09,-30.24,8.2,uncaged,wet,River,0,,River,,,,
DM17027,Sacramento,4/28/2017,2017,S,1.46,-31.1,8.88,uncaged,wet,River,0,,River,,,,
DM17028,Sacramento,4/28/2017,2017,S,-0.28,-30.16,9.34,uncaged,wet,River,0,,River,,,,
DM17029,Sacramento,3/9/2017,2017,S,1.27,-28.01,6.89,uncaged,wet,River,0,,River,,,,
DM17030,Sacramento,4/6/2017,2017,S,2.82,-29.51,6.51,uncaged,wet,River,0,,River,,,,
DM17032,Sacramento,3/12/2017,2017,S,2.72,-29.65,7.59,uncaged,wet,River,0,,River,,,,
DM17033,Sacramento,2/18/2017,2017,S,2.71,-28.87,6.82,uncaged,wet,River,0,,River,,,,
DM17034,Sacramento,4/26/2017,2017,S,1.21,-30.36,9.24,uncaged,wet,River,0,,River,,,,
DM17035,Sacramento,4/21/2017,2017,S,1.02,-30.71,8.08,uncaged,wet,River,0,,River,,,,
DM17037,Sacramento,4/24/2017,2017,S,1.5,-30.64,9.34,uncaged,wet,River,0,,River,,,,
DM17039,Sacramento,2/27/2017,2017,S,0.24,-27.44,6.46,uncaged,wet,River,0,,River,,,,
DM17040,Sacramento,3/26/2017,2017,S,5.82,-31.24,5.87,uncaged,wet,River,0,,River,,,,
DM17043,Sacramento,3/27/2017,2017,S,1.21,-29.22,7.13,uncaged,wet,River,0,,River,,,,
DM17044,Sacramento,3/24/2017,2017,S,3.28,-28.6,7.05,uncaged,wet,River,0,,River,,,,
DM17045,Sacramento,4/21/2017,2017,S,4.16,-29.98,6.43,uncaged,wet,River,0,,River,,,,
DM17047,Sacramento,3/28/2017,2017,S,3.62,-28.23,6.86,uncaged,wet,River,0,,River,,,,
DM17048,Sacramento,3/29/2017,2017,S,1.77,-30.06,8.04,uncaged,wet,River,0,,River,,,,
DM17049,Sacramento,3/29/2017,2017,S,3.74,-30.22,7.62,uncaged,wet,River,0,,River,,,,
DM17050,Sacramento,5/1/2017,2017,S,1.34,-29.78,7.61,uncaged,wet,River,0,,River,,,,
DM17052,Sacramento,4/12/2017,2017,S,3.18,-26.72,6.71,uncaged,wet,River,0,,River,,,,
DM17053,Sacramento,3/16/2017,2017,S,5.72,-28.65,9.16,uncaged,wet,River,0,,River,,,,
DM17054,Sacramento,5/5/2017,2017,S,0.85,-30.23,9.1,uncaged,wet,River,0,,River,,,,
DM17055,Sacramento,4/14/2017,2017,S,3.61,-28.24,7.57,uncaged,wet,River,0,,River,,,,
DM17056,Sacramento,4/12/2017,2017,S,4.64,-28.9,6.29,uncaged,wet,River,0,,River,,,,
DM17057,Sacramento,3/16/2017,2017,S,3.13,-28.34,6.79,uncaged,wet,River,0,,River,,,,
DM17058,Sacramento,3/21/2017,2017,S,2.61,-29.28,6.43,uncaged,wet,River,0,,River,,,,
DM17059,Sacramento,2/12/2017,2017,S,1.4,-24.74,4.83,uncaged,wet,River,0,,River,,,,
DM17060,Sacramento,2/28/2017,2017,S,0.33,-27.27,6.56,uncaged,wet,River,0,,River,,,,
DM17005,Sacramento,2/3/2017,2017,S,5.06,-27.06,7.85,uncaged,wet,River,0,,River,,,,
DM17011,Sacramento,2/14/2017,2017,S,1.76,-29.49,2.37,uncaged,wet,River,0,,River,,,,
DM17062,Sacramento,4/14/2017,2017,S,1.89,-28.84,6.94,uncaged,wet,River,0,,River,,,,
DM17063,Sacramento,2/22/2017,2017,S,1.66,-28.87,6.37,uncaged,wet,River,0,,River,,,,
DM17065,Sacramento,3/16/2017,2017,S,6.12,-28.76,6.53,uncaged,wet,River,0,,River,,,,
DM17066,Sacramento,2/14/2017,2017,S,6.34,-28.27,6.97,uncaged,wet,River,0,,River,,,,
DM17067,Sacramento,5/1/2017,2017,S,1.49,-29.35,4.76,uncaged,wet,River,0,,River,,,,
NP17001,Yolo Bypass,3/16/2017,2017,M,1,-27.97,11.01,uncaged,wet,Floodplain,3,,knaggs,,,,
